real,predict,a,b,c,d
0.8721199262199277,1.0,a5,b26,c8,d10
1.1298938969127554,1.0,a5,b26,c8,d6
0.7963757867432101,1.0,a5,b26,c8,d7
-0.0,1.0,a5,b26,c8,d2
0.8109989040668807,1.0,a5,b26,c8,d8
0.0,0.0,a5,b26,c9,d1
0.0,0.0,a5,b26,c9,d4
0.0,0.0,a5,b26,c9,d9
0.0,0.0,a5,b26,c9,d5
0.0,0.0,a5,b26,c9,d3
0.0,0.0,a5,b26,c9,d10
0.0,0.0,a5,b26,c9,d6
0.0,0.0,a5,b26,c9,d7
0.0,0.0,a5,b26,c9,d2
0.0,0.0,a5,b26,c9,d8
3.61145001610652,3.0,a5,b26,c4,d1
4.036224654903693,3.0,a5,b26,c4,d4
0.0,0.0,a5,b26,c4,d9
1.3403948681371554,1.0,a5,b26,c4,d5
3.369054171140939,3.0,a5,b26,c4,d3
1.1112372327644409,1.0,a5,b26,c4,d10
1.3641072210800196,1.0,a5,b26,c4,d6
3.125097736115149,3.0,a5,b26,c4,d7
-0.0,1.0,a5,b26,c4,d2
2.2469558334393667,2.0,a5,b26,c4,d8
9.216478789896607,12.0,a5,b26,c2,d1
15.016414490224824,12.0,a5,b26,c2,d4
0.0,0.0,a5,b26,c2,d9
33.80851615393595,31.0,a5,b26,c2,d5
10.017699756405005,12.0,a5,b26,c2,d3
28.52468290279473,30.0,a5,b26,c2,d10
34.59821997887889,31.0,a5,b26,c2,d6
10.590085612496546,12.0,a5,b26,c2,d7
-0.0,31.0,a5,b26,c2,d2
9.50451757634908,8.0,a5,b26,c2,d8
0.0,0.0,a5,b26,c10,d1
0.0,0.0,a5,b26,c10,d4
0.0,0.0,a5,b26,c10,d9
0.0,0.0,a5,b26,c10,d5
0.0,0.0,a5,b26,c10,d3
0.0,0.0,a5,b26,c10,d10
0.0,0.0,a5,b26,c10,d6
0.0,0.0,a5,b26,c10,d7
0.0,0.0,a5,b26,c10,d2
0.0,0.0,a5,b26,c10,d8
0.0,0.0,a5,b27,c5,d1
0.0,0.0,a5,b27,c5,d4
0.0,0.0,a5,b27,c5,d9
0.0,0.0,a5,b27,c5,d5
0.0,0.0,a5,b27,c5,d3
0.0,0.0,a5,b27,c5,d10
0.0,0.0,a5,b27,c5,d6
0.0,0.0,a5,b27,c5,d7
0.0,0.0,a5,b27,c5,d2
0.0,0.0,a5,b27,c5,d8
0.8518071649466622,1.0,a5,b27,c6,d1
1.2117873032688729,1.0,a5,b27,c6,d4
0.0,0.0,a5,b27,c6,d9
0.8318127021301185,1.0,a5,b27,c6,d5
0.9484233742131948,1.0,a5,b27,c6,d3
1.1648403677510764,1.0,a5,b27,c6,d10
0.966183856449459,1.0,a5,b27,c6,d6
0.9047078279259029,1.0,a5,b27,c6,d7
-0.0,1.0,a5,b27,c6,d2
1.0363456386833254,1.0,a5,b27,c6,d8
24.11146495747956,26.0,a5,b27,c1,d1
22.51115991531139,26.0,a5,b27,c1,d4
0.0,0.0,a5,b27,c1,d9
52.33672914035172,49.0,a5,b27,c1,d5
25.485063211724896,26.0,a5,b27,c1,d3
9.57800019048532,9.0,a5,b27,c1,d10
55.50194314318982,49.0,a5,b27,c1,d6
21.812090809421946,22.0,a5,b27,c1,d7
-0.0,48.0,a5,b27,c1,d2
18.56629335701436,19.0,a5,b27,c1,d8
1.2309285516346091,1.0,a5,b27,c3,d1
0.9042167874110524,1.0,a5,b27,c3,d4
0.0,0.0,a5,b27,c3,d9
1.8126297846427484,2.0,a5,b27,c3,d5
1.1321249399160274,1.0,a5,b27,c3,d3
0.9960519126864484,1.0,a5,b27,c3,d10
1.9189776621176944,2.0,a5,b27,c3,d6
1.07548858120825,1.0,a5,b27,c3,d7
-0.0,2.0,a5,b27,c3,d2
1.3991390155864234,1.0,a5,b27,c3,d8
1.0965404842297055,1.0,a5,b27,c7,d1
1.2273630409309326,1.0,a5,b27,c7,d4
0.0,0.0,a5,b27,c7,d9
1.1010960629832849,1.0,a5,b27,c7,d5
1.1202099581552225,1.0,a5,b27,c7,d3
0.9983308922625149,1.0,a5,b27,c7,d10
0.892652829501202,1.0,a5,b27,c7,d6
1.2243841551848895,1.0,a5,b27,c7,d7
-0.0,1.0,a5,b27,c7,d2
1.2611768362511973,1.0,a5,b27,c7,d8
0.9091425215342364,1.0,a5,b27,c8,d1
0.9773875079249146,1.0,a5,b27,c8,d4
0.0,0.0,a5,b27,c8,d9
1.1361153656800924,1.0,a5,b27,c8,d5
1.075828783224397,1.0,a5,b27,c8,d3
1.063607611308088,1.0,a5,b27,c8,d10
1.2773174703337715,1.0,a5,b27,c8,d6
1.1819216204271124,1.0,a5,b27,c8,d7
-0.0,1.0,a5,b27,c8,d2
0.9508377186113568,1.0,a5,b27,c8,d8
0.0,0.0,a5,b27,c9,d1
0.0,0.0,a5,b27,c9,d4
0.0,0.0,a5,b27,c9,d9
0.0,0.0,a5,b27,c9,d5
0.0,0.0,a5,b27,c9,d3
0.0,0.0,a5,b27,c9,d10
0.0,0.0,a5,b27,c9,d6
0.0,0.0,a5,b27,c9,d7
0.0,0.0,a5,b27,c9,d2
0.0,0.0,a5,b27,c9,d8
17.36432033069898,15.0,a5,b27,c4,d1
16.79022952861553,15.0,a5,b27,c4,d4
0.0,0.0,a5,b27,c4,d9
6.1633401564652095,6.0,a5,b27,c4,d5
13.743694295803534,15.0,a5,b27,c4,d3
0.9905357128485118,1.0,a5,b27,c4,d10
7.194190426558218,6.0,a5,b27,c4,d6
9.637328894834576,12.0,a5,b27,c4,d7
-0.0,6.0,a5,b27,c4,d2
10.942337943521173,11.0,a5,b27,c4,d8
31.883291794525643,44.0,a5,b27,c2,d1
42.84103350082805,44.0,a5,b27,c2,d4
0.0,0.0,a5,b27,c2,d9
1.0664632794342763,1.0,a5,b27,c2,d5
50.81469060028289,44.0,a5,b27,c2,d3
1.887323828022364,2.0,a5,b27,c2,d10
0.8795183573539662,1.0,a5,b27,c2,d6
44.16247063523115,44.0,a5,b27,c2,d7
-0.0,1.0,a5,b27,c2,d2
10.812494030854175,11.0,a5,b27,c2,d8
0.0,0.0,a5,b27,c10,d1
0.0,0.0,a5,b27,c10,d4
0.0,0.0,a5,b27,c10,d9
0.0,0.0,a5,b27,c10,d5
0.0,0.0,a5,b27,c10,d3
0.0,0.0,a5,b27,c10,d10
0.0,0.0,a5,b27,c10,d6
0.0,0.0,a5,b27,c10,d7
0.0,0.0,a5,b27,c10,d2
0.0,0.0,a5,b27,c10,d8
0.7438237931425602,1.0,a5,b4,c5,d1
1.2186564012983645,1.0,a5,b4,c5,d4
0.0,0.0,a5,b4,c5,d9
0.7909765422220629,1.0,a5,b4,c5,d5
1.0415080876730094,1.0,a5,b4,c5,d3
0.909801512259088,1.0,a5,b4,c5,d10
1.055032679007601,1.0,a5,b4,c5,d6
0.7887854858372213,1.0,a5,b4,c5,d7
-0.0,1.0,a5,b4,c5,d2
1.1426685198051665,1.0,a5,b4,c5,d8
0.9227896999202596,1.0,a5,b4,c6,d1
1.1909279537333832,1.0,a5,b4,c6,d4
0.0,0.0,a5,b4,c6,d9
1.0257217140619728,1.0,a5,b4,c6,d5
0.9331663046649256,1.0,a5,b4,c6,d3
0.9531643885537116,1.0,a5,b4,c6,d10
1.0123613684272224,1.0,a5,b4,c6,d6
0.9276530505614368,1.0,a5,b4,c6,d7
-0.0,1.0,a5,b4,c6,d2
1.2875755182605968,1.0,a5,b4,c6,d8
69.67918077934462,59.0,a5,b4,c1,d1
64.77175728565068,59.0,a5,b4,c1,d4
0.0,0.0,a5,b4,c1,d9
10.963525594941142,11.0,a5,b4,c1,d5
47.0212523462998,59.0,a5,b4,c1,d3
2.9869024936076043,3.0,a5,b4,c1,d10
10.675843948180493,11.0,a5,b4,c1,d6
44.90850810287135,54.0,a5,b4,c1,d7
-0.0,11.0,a5,b4,c1,d2
47.459476172892074,47.0,a5,b4,c1,d8
1.506584141469984,2.0,a5,b4,c3,d1
1.7981960675929043,2.0,a5,b4,c3,d4
0.0,0.0,a5,b4,c3,d9
2.2314450539027453,2.0,a5,b4,c3,d5
1.4649205444510358,2.0,a5,b4,c3,d3
0.871144140572076,1.0,a5,b4,c3,d10
2.003622384100258,2.0,a5,b4,c3,d6
2.2056264822217613,2.0,a5,b4,c3,d7
-0.0,2.0,a5,b4,c3,d2
1.804982067889209,2.0,a5,b4,c3,d8
2.206324085940245,2.0,a5,b4,c7,d1
1.702704748979452,2.0,a5,b4,c7,d4
0.0,0.0,a5,b4,c7,d9
1.1504323506988474,1.0,a5,b4,c7,d5
1.6762404495301857,2.0,a5,b4,c7,d3
0.973837109915362,1.0,a5,b4,c7,d10
0.9924696714658406,1.0,a5,b4,c7,d6
1.5430510598187896,2.0,a5,b4,c7,d7
-0.0,1.0,a5,b4,c7,d2
1.6848272558114308,2.0,a5,b4,c7,d8
1.9159143798871128,2.0,a5,b4,c8,d1
1.982136089490499,2.0,a5,b4,c8,d4
0.0,0.0,a5,b4,c8,d9
1.316332083598762,1.0,a5,b4,c8,d5
2.0813608133192183,2.0,a5,b4,c8,d3
1.7896199750823538,2.0,a5,b4,c8,d10
1.0248325484728589,1.0,a5,b4,c8,d6
2.223079398625483,2.0,a5,b4,c8,d7
-0.0,1.0,a5,b4,c8,d2
1.3832799219905478,2.0,a5,b4,c8,d8
0.0,0.0,a5,b4,c9,d1
0.0,0.0,a5,b4,c9,d4
0.0,0.0,a5,b4,c9,d9
0.0,0.0,a5,b4,c9,d5
0.0,0.0,a5,b4,c9,d3
0.0,0.0,a5,b4,c9,d10
0.0,0.0,a5,b4,c9,d6
0.0,0.0,a5,b4,c9,d7
0.0,0.0,a5,b4,c9,d2
0.0,0.0,a5,b4,c9,d8
22.81585184128384,27.0,a5,b4,c4,d1
22.686869023606178,27.0,a5,b4,c4,d4
0.0,0.0,a5,b4,c4,d9
9.184647731805725,9.0,a5,b4,c4,d5
25.00609609858761,27.0,a5,b4,c4,d3
2.6687787818484483,3.0,a5,b4,c4,d10
8.88173526495253,9.0,a5,b4,c4,d6
20.51777475002,20.0,a5,b4,c4,d7
-0.0,9.0,a5,b4,c4,d2
19.116260074548737,18.0,a5,b4,c4,d8
2.1183701824740155,2.0,a5,b4,c2,d1
1.897491038669,2.0,a5,b4,c2,d4
0.0,0.0,a5,b4,c2,d9
4.453929233227381,6.0,a5,b4,c2,d5
1.409269544226321,2.0,a5,b4,c2,d3
3.0300223397805666,3.0,a5,b4,c2,d10
7.775909283573218,6.0,a5,b4,c2,d6
1.9731875971827064,2.0,a5,b4,c2,d7
-0.0,6.0,a5,b4,c2,d2
1.707143809672961,2.0,a5,b4,c2,d8
0.0,0.0,a5,b4,c10,d1
0.0,0.0,a5,b4,c10,d4
0.0,0.0,a5,b4,c10,d9
0.0,0.0,a5,b4,c10,d5
0.0,0.0,a5,b4,c10,d3
0.0,0.0,a5,b4,c10,d10
0.0,0.0,a5,b4,c10,d6
0.0,0.0,a5,b4,c10,d7
0.0,0.0,a5,b4,c10,d2
0.0,0.0,a5,b4,c10,d8
1.0792992808466546,1.0,a5,b16,c5,d1
0.8699874291242399,1.0,a5,b16,c5,d4
0.0,0.0,a5,b16,c5,d9
0.9979874890548788,1.0,a5,b16,c5,d5
1.1187763237469786,1.0,a5,b16,c5,d3
0.9348781636674652,1.0,a5,b16,c5,d10
1.031548030501756,1.0,a5,b16,c5,d6
0.7939433472548965,1.0,a5,b16,c5,d7
-0.0,1.0,a5,b16,c5,d2
0.9410624451235318,1.0,a5,b16,c5,d8
0.8713271804414755,1.0,a5,b16,c6,d1
0.8762213332638383,1.0,a5,b16,c6,d4
0.0,0.0,a5,b16,c6,d9
1.228485140504935,1.0,a5,b16,c6,d5
1.3417411365588572,1.0,a5,b16,c6,d3
1.0114693859252144,1.0,a5,b16,c6,d10
1.0092867271647024,1.0,a5,b16,c6,d6
0.8042038977449221,1.0,a5,b16,c6,d7
-0.0,1.0,a5,b16,c6,d2
0.8993839744054444,1.0,a5,b16,c6,d8
9.462729648109702,9.0,a5,b16,c1,d1
8.67082938638256,9.0,a5,b16,c1,d4
0.0,0.0,a5,b16,c1,d9
39.17820275484834,38.0,a5,b16,c1,d5
8.636776153229778,9.0,a5,b16,c1,d3
5.8235804468319525,5.0,a5,b16,c1,d10
39.26407381230262,37.0,a5,b16,c1,d6
5.162025925507444,7.0,a5,b16,c1,d7
-0.0,38.0,a5,b16,c1,d2
5.235770057756238,6.0,a5,b16,c1,d8
3.329361950902133,3.0,a5,b16,c3,d1
2.575211057929822,3.0,a5,b16,c3,d4
0.0,0.0,a5,b16,c3,d9
1.7946923811073852,2.0,a5,b16,c3,d5
2.6863752302990225,3.0,a5,b16,c3,d3
0.922650498367841,1.0,a5,b16,c3,d10
1.892289842104612,2.0,a5,b16,c3,d6
3.8878735575438435,3.0,a5,b16,c3,d7
-0.0,2.0,a5,b16,c3,d2
3.705803833537016,3.0,a5,b16,c3,d8
1.7746700802526667,2.0,a5,b16,c7,d1
2.073203909757173,2.0,a5,b16,c7,d4
0.0,0.0,a5,b16,c7,d9
1.093565213787428,1.0,a5,b16,c7,d5
2.0063138850390794,2.0,a5,b16,c7,d3
0.8955658298097788,1.0,a5,b16,c7,d10
0.8694264175674395,1.0,a5,b16,c7,d6
2.0648868243272074,2.0,a5,b16,c7,d7
-0.0,1.0,a5,b16,c7,d2
2.1482262775559517,2.0,a5,b16,c7,d8
0.0,0.0,a5,b16,c8,d1
0.0,0.0,a5,b16,c8,d4
0.0,0.0,a5,b16,c8,d9
0.0,0.0,a5,b16,c8,d5
0.0,0.0,a5,b16,c8,d3
0.0,0.0,a5,b16,c8,d10
0.0,0.0,a5,b16,c8,d6
0.0,0.0,a5,b16,c8,d7
0.0,0.0,a5,b16,c8,d2
0.0,0.0,a5,b16,c8,d8
0.0,0.0,a5,b16,c9,d1
0.0,0.0,a5,b16,c9,d4
0.0,0.0,a5,b16,c9,d9
0.0,0.0,a5,b16,c9,d5
0.0,0.0,a5,b16,c9,d3
0.0,0.0,a5,b16,c9,d10
0.0,0.0,a5,b16,c9,d6
0.0,0.0,a5,b16,c9,d7
0.0,0.0,a5,b16,c9,d2
0.0,0.0,a5,b16,c9,d8
6.073368907438193,6.0,a5,b16,c4,d1
7.098194878632289,6.0,a5,b16,c4,d4
0.0,0.0,a5,b16,c4,d9
3.0894954788744133,3.0,a5,b16,c4,d5
5.630396104629844,6.0,a5,b16,c4,d3
2.4236901105379687,2.0,a5,b16,c4,d10
2.764815199217381,3.0,a5,b16,c4,d6
4.162752338407806,4.0,a5,b16,c4,d7
-0.0,3.0,a5,b16,c4,d2
4.4869465292655,4.0,a5,b16,c4,d8
1.325174219324587,1.0,a5,b16,c2,d1
1.1011240086068128,1.0,a5,b16,c2,d4
0.0,0.0,a5,b16,c2,d9
0.9951232447882206,1.0,a5,b16,c2,d5
1.080636946655021,1.0,a5,b16,c2,d3
1.0274840450898597,1.0,a5,b16,c2,d10
0.9799325559634571,1.0,a5,b16,c2,d6
1.098020219396532,1.0,a5,b16,c2,d7
-0.0,1.0,a5,b16,c2,d2
0.9052741497920312,1.0,a5,b16,c2,d8
0.0,0.0,a5,b16,c10,d1
0.0,0.0,a5,b16,c10,d4
0.0,0.0,a5,b16,c10,d9
0.0,0.0,a5,b16,c10,d5
0.0,0.0,a5,b16,c10,d3
0.0,0.0,a5,b16,c10,d10
0.0,0.0,a5,b16,c10,d6
0.0,0.0,a5,b16,c10,d7
0.0,0.0,a5,b16,c10,d2
0.0,0.0,a5,b16,c10,d8
0.7444208375903996,1.0,a5,b28,c5,d1
0.785092739259984,1.0,a5,b28,c5,d4
0.0,0.0,a5,b28,c5,d9
0.956139630528364,1.0,a5,b28,c5,d5
1.0714989866995452,1.0,a5,b28,c5,d3
0.0,0.0,a5,b28,c5,d10
1.1919537544694048,1.0,a5,b28,c5,d6
0.8968885325559325,1.0,a5,b28,c5,d7
-0.0,1.0,a5,b28,c5,d2
0.651940058592692,1.0,a5,b28,c5,d8
1.0218354623465258,1.0,a5,b28,c6,d1
0.9639557742719288,1.0,a5,b28,c6,d4
0.0,0.0,a5,b28,c6,d9
0.9276497787538256,1.0,a5,b28,c6,d5
1.2531971834280915,1.0,a5,b28,c6,d3
0.0,0.0,a5,b28,c6,d10
0.939637466816195,1.0,a5,b28,c6,d6
1.0726938331244884,1.0,a5,b28,c6,d7
-0.0,1.0,a5,b28,c6,d2
1.0302481020080223,1.0,a5,b28,c6,d8
8.143949448847389,7.0,a5,b28,c1,d1
8.063011501442318,7.0,a5,b28,c1,d4
0.0,0.0,a5,b28,c1,d9
22.93026102119929,24.0,a5,b28,c1,d5
6.523328882591309,7.0,a5,b28,c1,d3
3.2666784369826902,3.0,a5,b28,c1,d10
22.376161403576297,24.0,a5,b28,c1,d6
7.067348344852843,6.0,a5,b28,c1,d7
-0.0,24.0,a5,b28,c1,d2
3.791643836342373,5.0,a5,b28,c1,d8
1.0147974605790608,1.0,a5,b28,c3,d1
1.1883843227118804,1.0,a5,b28,c3,d4
0.0,0.0,a5,b28,c3,d9
1.0019048044896208,1.0,a5,b28,c3,d5
0.8066429743924229,1.0,a5,b28,c3,d3
1.1993684592975726,1.0,a5,b28,c3,d10
1.0123182162956754,1.0,a5,b28,c3,d6
1.115172971370323,1.0,a5,b28,c3,d7
-0.0,1.0,a5,b28,c3,d2
0.966564986622954,1.0,a5,b28,c3,d8
0.5866980627875771,1.0,a5,b28,c7,d1
1.170094147642576,1.0,a5,b28,c7,d4
0.0,0.0,a5,b28,c7,d9
1.083095280509461,1.0,a5,b28,c7,d5
0.873707088214938,1.0,a5,b28,c7,d3
4.858821209278543,5.0,a5,b28,c7,d10
1.1064345138308338,1.0,a5,b28,c7,d6
0.99006084429958,1.0,a5,b28,c7,d7
-0.0,1.0,a5,b28,c7,d2
0.8778691852332793,1.0,a5,b28,c7,d8
0.0,0.0,a5,b28,c8,d1
0.0,0.0,a5,b28,c8,d4
0.0,0.0,a5,b28,c8,d9
0.0,0.0,a5,b28,c8,d5
0.0,0.0,a5,b28,c8,d3
0.0,0.0,a5,b28,c8,d10
0.0,0.0,a5,b28,c8,d6
0.0,0.0,a5,b28,c8,d7
0.0,0.0,a5,b28,c8,d2
0.0,0.0,a5,b28,c8,d8
0.0,0.0,a5,b28,c9,d1
0.0,0.0,a5,b28,c9,d4
0.0,0.0,a5,b28,c9,d9
0.0,0.0,a5,b28,c9,d5
0.0,0.0,a5,b28,c9,d3
0.0,0.0,a5,b28,c9,d10
0.0,0.0,a5,b28,c9,d6
0.0,0.0,a5,b28,c9,d7
0.0,0.0,a5,b28,c9,d2
0.0,0.0,a5,b28,c9,d8
1.0803183599641375,1.0,a5,b28,c4,d1
0.8600426635472072,1.0,a5,b28,c4,d4
0.0,0.0,a5,b28,c4,d9
1.1626066057008335,1.0,a5,b28,c4,d5
0.8705953435952362,1.0,a5,b28,c4,d3
1.053430504360125,1.0,a5,b28,c4,d10
0.911117856560482,1.0,a5,b28,c4,d6
0.9990649887468104,1.0,a5,b28,c4,d7
-0.0,1.0,a5,b28,c4,d2
1.1577881591136012,1.0,a5,b28,c4,d8
0.933828875461752,1.0,a5,b28,c2,d1
1.1223435975382483,1.0,a5,b28,c2,d4
0.0,0.0,a5,b28,c2,d9
0.6998685978248689,1.0,a5,b28,c2,d5
1.139333619569323,1.0,a5,b28,c2,d3
0.0,0.0,a5,b28,c2,d10
1.1582052271784098,1.0,a5,b28,c2,d6
1.1382469723726545,1.0,a5,b28,c2,d7
-0.0,1.0,a5,b28,c2,d2
1.0598536086384558,1.0,a5,b28,c2,d8
0.0,0.0,a5,b28,c10,d1
0.0,0.0,a5,b28,c10,d4
0.0,0.0,a5,b28,c10,d9
0.0,0.0,a5,b28,c10,d5
0.0,0.0,a5,b28,c10,d3
0.0,0.0,a5,b28,c10,d10
0.0,0.0,a5,b28,c10,d6
0.0,0.0,a5,b28,c10,d7
0.0,0.0,a5,b28,c10,d2
0.0,0.0,a5,b28,c10,d8
0.0,0.0,a5,b29,c5,d1
0.0,0.0,a5,b29,c5,d4
0.0,0.0,a5,b29,c5,d9
0.0,0.0,a5,b29,c5,d5
0.0,0.0,a5,b29,c5,d3
0.0,0.0,a5,b29,c5,d10
0.0,0.0,a5,b29,c5,d6
0.0,0.0,a5,b29,c5,d7
0.0,0.0,a5,b29,c5,d2
0.0,0.0,a5,b29,c5,d8
1.242649473886925,1.0,a5,b29,c6,d1
1.071229346570389,1.0,a5,b29,c6,d4
0.0,0.0,a5,b29,c6,d9
0.7003040773740887,1.0,a5,b29,c6,d5
0.8746666012458475,1.0,a5,b29,c6,d3
1.2408762657463288,1.0,a5,b29,c6,d10
1.0886767209333947,1.0,a5,b29,c6,d6
1.183769728718288,1.0,a5,b29,c6,d7
-0.0,1.0,a5,b29,c6,d2
0.7454024843266783,1.0,a5,b29,c6,d8
3.0724836984912685,5.0,a5,b29,c1,d1
6.308699606084423,5.0,a5,b29,c1,d4
0.0,0.0,a5,b29,c1,d9
15.146986920545693,14.0,a5,b29,c1,d5
5.460542587626895,5.0,a5,b29,c1,d3
1.217305932875699,1.0,a5,b29,c1,d10
13.604557155451259,14.0,a5,b29,c1,d6
3.65298965196534,4.0,a5,b29,c1,d7
-0.0,14.0,a5,b29,c1,d2
3.922651497995252,3.0,a5,b29,c1,d8
1.8144171000331453,2.0,a5,b29,c3,d1
2.134767044185475,2.0,a5,b29,c3,d4
0.0,0.0,a5,b29,c3,d9
1.069037901711835,1.0,a5,b29,c3,d5
2.584213578519793,2.0,a5,b29,c3,d3
1.2257691111926856,1.0,a5,b29,c3,d10
0.8321642976120005,1.0,a5,b29,c3,d6
2.1152556698608627,2.0,a5,b29,c3,d7
-0.0,1.0,a5,b29,c3,d2
1.8788472531431497,2.0,a5,b29,c3,d8
1.0049773414913326,1.0,a5,b29,c7,d1
0.6323463419528066,1.0,a5,b29,c7,d4
0.0,0.0,a5,b29,c7,d9
0.9305891904045548,1.0,a5,b29,c7,d5
1.0932677171760916,1.0,a5,b29,c7,d3
0.9715722417423414,1.0,a5,b29,c7,d10
1.0685354768384256,1.0,a5,b29,c7,d6
1.0002445372274713,1.0,a5,b29,c7,d7
-0.0,1.0,a5,b29,c7,d2
0.9249150472737818,1.0,a5,b29,c7,d8
0.0,0.0,a5,b29,c8,d1
0.0,0.0,a5,b29,c8,d4
0.0,0.0,a5,b29,c8,d9
0.0,0.0,a5,b29,c8,d5
0.0,0.0,a5,b29,c8,d3
1.044446788450327,1.0,a5,b29,c8,d10
0.0,0.0,a5,b29,c8,d6
0.0,0.0,a5,b29,c8,d7
0.0,0.0,a5,b29,c8,d2
0.0,0.0,a5,b29,c8,d8
0.0,0.0,a5,b29,c9,d1
0.0,0.0,a5,b29,c9,d4
0.0,0.0,a5,b29,c9,d9
0.0,0.0,a5,b29,c9,d5
0.0,0.0,a5,b29,c9,d3
0.0,0.0,a5,b29,c9,d10
0.0,0.0,a5,b29,c9,d6
0.0,0.0,a5,b29,c9,d7
0.0,0.0,a5,b29,c9,d2
0.0,0.0,a5,b29,c9,d8
1.0318575507971033,1.0,a5,b29,c4,d1
0.9516808329426062,1.0,a5,b29,c4,d4
0.0,0.0,a5,b29,c4,d9
0.9495247859349568,1.0,a5,b29,c4,d5
1.0600643973426196,1.0,a5,b29,c4,d3
1.0890231975519258,1.0,a5,b29,c4,d10
0.8807120371709825,1.0,a5,b29,c4,d6
0.8131658199468936,1.0,a5,b29,c4,d7
-0.0,1.0,a5,b29,c4,d2
1.1496747369751086,1.0,a5,b29,c4,d8
73.77907777350143,70.0,a5,b29,c2,d1
48.494765075570704,70.0,a5,b29,c2,d4
0.0,0.0,a5,b29,c2,d9
1.8629611031145463,2.0,a5,b29,c2,d5
65.11563728827953,70.0,a5,b29,c2,d3
1.4830099647732773,2.0,a5,b29,c2,d10
2.5485636820551316,2.0,a5,b29,c2,d6
78.47861712157999,69.0,a5,b29,c2,d7
-0.0,2.0,a5,b29,c2,d2
4.379745201514538,4.0,a5,b29,c2,d8
0.0,0.0,a5,b29,c10,d1
0.0,0.0,a5,b29,c10,d4
0.0,0.0,a5,b29,c10,d9
0.0,0.0,a5,b29,c10,d5
0.0,0.0,a5,b29,c10,d3
0.0,0.0,a5,b29,c10,d10
0.0,0.0,a5,b29,c10,d6
0.0,0.0,a5,b29,c10,d7
0.0,0.0,a5,b29,c10,d2
0.0,0.0,a5,b29,c10,d8
1.6890004468079676,2.0,a5,b5,c5,d1
1.3578448994026775,2.0,a5,b5,c5,d4
0.0,0.0,a5,b5,c5,d9
0.0,0.0,a5,b5,c5,d5
1.7487203774162299,2.0,a5,b5,c5,d3
0.0,0.0,a5,b5,c5,d10
0.0,0.0,a5,b5,c5,d6
2.259444208985399,2.0,a5,b5,c5,d7
0.0,0.0,a5,b5,c5,d2
1.9635173163229425,2.0,a5,b5,c5,d8
1.0999173619717642,1.0,a5,b5,c6,d1
1.0230573274438015,1.0,a5,b5,c6,d4
0.0,0.0,a5,b5,c6,d9
1.0839724820644945,1.0,a5,b5,c6,d5
1.0542546767425416,1.0,a5,b5,c6,d3
1.0880299507295372,1.0,a5,b5,c6,d10
1.2320172603349038,1.0,a5,b5,c6,d6
1.7781775560450015,2.0,a5,b5,c6,d7
-0.0,1.0,a5,b5,c6,d2
1.3529279270293582,1.0,a5,b5,c6,d8
13.404829062933688,19.0,a5,b5,c1,d1
22.98230863230854,19.0,a5,b5,c1,d4
0.0,0.0,a5,b5,c1,d9
10.096937756613832,14.0,a5,b5,c1,d5
17.900045981002965,19.0,a5,b5,c1,d3
6.246055811045183,5.0,a5,b5,c1,d10
14.1602899863573,14.0,a5,b5,c1,d6
15.533603634748351,15.0,a5,b5,c1,d7
-0.0,14.0,a5,b5,c1,d2
16.353681227498924,14.0,a5,b5,c1,d8
1.1408983790245926,1.0,a5,b5,c3,d1
0.9768594926433533,1.0,a5,b5,c3,d4
0.0,0.0,a5,b5,c3,d9
1.6458072593088693,2.0,a5,b5,c3,d5
1.0023553146212243,1.0,a5,b5,c3,d3
0.8742286074636445,1.0,a5,b5,c3,d10
2.0620626514214697,2.0,a5,b5,c3,d6
1.1881083605868084,1.0,a5,b5,c3,d7
-0.0,2.0,a5,b5,c3,d2
0.9810306282235064,1.0,a5,b5,c3,d8
1.0365977028681432,1.0,a5,b5,c7,d1
0.9618578053403464,1.0,a5,b5,c7,d4
0.0,0.0,a5,b5,c7,d9
1.144121732063862,1.0,a5,b5,c7,d5
0.9342560587551658,1.0,a5,b5,c7,d3
0.9052606569435012,1.0,a5,b5,c7,d10
1.0868687344514159,1.0,a5,b5,c7,d6
1.145960817708761,1.0,a5,b5,c7,d7
-0.0,1.0,a5,b5,c7,d2
1.2775256918879894,1.0,a5,b5,c7,d8
1.0717569915324965,1.0,a5,b5,c8,d1
0.90895299675333,1.0,a5,b5,c8,d4
0.0,0.0,a5,b5,c8,d9
1.103321180149429,1.0,a5,b5,c8,d5
1.2243573994658117,1.0,a5,b5,c8,d3
0.7749052745138078,1.0,a5,b5,c8,d10
1.2137353900541852,1.0,a5,b5,c8,d6
0.7935689543767326,1.0,a5,b5,c8,d7
-0.0,1.0,a5,b5,c8,d2
0.914760220342584,1.0,a5,b5,c8,d8
0.0,0.0,a5,b5,c9,d1
0.0,0.0,a5,b5,c9,d4
0.0,0.0,a5,b5,c9,d9
0.0,0.0,a5,b5,c9,d5
0.0,0.0,a5,b5,c9,d3
0.0,0.0,a5,b5,c9,d10
0.0,0.0,a5,b5,c9,d6
0.0,0.0,a5,b5,c9,d7
0.0,0.0,a5,b5,c9,d2
0.0,0.0,a5,b5,c9,d8
3.929435814874189,4.0,a5,b5,c4,d1
3.301452846746068,4.0,a5,b5,c4,d4
0.0,0.0,a5,b5,c4,d9
